P222LJG;2013;CRV;2.4;X;18;1 GARRAFA;MAGNATEC;10W30;PH 2867;CA 11258;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON;FT R5L003;CF 10134;X;X;X;X;X;X;X;X
P063LJW;2013;CRV;X;X;18;1 GARRAFA;MOTUL (8100);5W3O;PH 2876;CA 11258;X;CASTROL ATF;X;X;X;X;X;X;X;3 GALONES;FT R5L003;CF 10134;X;X;X;X;X;X;X;X
P241LLC;X;CRV;2.4;X;18;5 LITROS;MOTUL BARRIL;10W30;PH 2867;CA 10885;X;X;X;X;X;X;X;X;X;X;X;CF 10134;X;X;X;X;X;X;X;X
P115JFJ;2008;CRV;2.4;X;18;1 GARRAFA;MAXLIFE;5W20;PH 2867;X;X;X;X;X;X;X;X;X;X;X;X;CF 10134;X;X;X;X;X;X;X;X
P764FLF;2003;CRV;X;X;18;X;X;X;X;X;X;MAXLIFE ATF;X;X;X;X;X;X;X;1 GALON;FT R5-L003;X;X;X;X;X;X;X;X;X
P704JXN;X;CRV;X;X;18;5 LITROS;MAX LIFE BARRIL;10W30;PH 2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P978JYW;2011;CRV;X;X;18;1 GARRAFA;MAX LIFE;10W30;PH 2867;CA 10885;X;X;X;X;X;X;X;X;X;X;X;CF 10134;X;X;X;X;X;X;X;X
P425KKV;2016;FIT;1.6;X;18;1 GARRAFA;MAGNATEC;10W30;PH 2867;X;X;EUROL CVT;X;X;X;X;X;X;X;1 GARRAFA 1 LTO;FT 5T-0003 FT1219;X;X;X;X;X;X;X;X;X
P176LLC;2004;PILOT;X;X;18;5 LITROS;MOTUL BARRIL;20W50;PH 2867;X;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON;X;X;X;X;X;X;X;X;X;X
C445CBK;2010;COUNTRY;3.9;X;19;15 LITROS;VECTON BARRIL;15W40;26325-52002 ABRO;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P289KNK;X;CRETA;X;X;19;1 GARRAFA;VALVOLINE FULL;5W30;WL 7508;28113-2S000;X;X;X;X;X;X;X;X;X;X;X;CF 11184;X;X;X;X;X;X;X;X
P550FLR;2013;ELANTRA;1.4;XX;19;1 GARRAFA;MAGNATEC;10W30;PH 2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P409CZQ;2003;ELANTRA;2;X;19;4 LITROS;MOTUL BARRIL;10W30;PH 2808;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P309GRZ;2018;SANTA FE;2.4;XX;19;1 FARRADFA;VALVOLINE FULL S;10W30;PH 2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P330GNW;2010;SANTA FE;2.4;X;19;5 LITROS;MAX LIFE BARRIL;10W30;PH 2808;X;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON 1 LTO;X;CF 11819;X;X;X;X;X;X;X;X
P867LBM;2013;TUCSON;X;X;19;1 GARRAFA;QUAKER FULL S.;5W30;PH 2808;28113-2S000;X;X;X;X;X;X;X;X;X;X;X;CF 10709;X;X;X;X;X;X;X;X
P458LKB;XX;DIMAX;XX;XX;21;8 LITROS;MOTUL BARRIL;15W40;8-98165071-0;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P049KRC;XX;DMAX;XX;XX;21;8 LITROS;MOTUL;15W40;8-98165071-0;PABS 2252;XX;XX;X;X;X;X;T/A 5-87615024-0;X;X;XX;XX;829428OK;X;8-981596930;X;X;X;X;X;X
P333LKC;XX;DMAX;XX;XX;21;8 LITROS;MOTUL BARRIL;15W40;8-98165071-0;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P335HXY;2021;DMAX;X;X;21;8 LITROS;MOTUL BARRIL;15W40;8-98165071-0;8-98140266-0;X;X;X;X;X;X;X;X;X;X;X;X;X;8-98159693-0;X;X;X;X;X;X
P988KGX;X;DMAX;X;X;21;6.5 LITROS;MOTUL BARRIL;15W40;8-98270524-0 (G);X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P988KGH;2004;RODEO;XX;XX;21;5 LITROS;MOTUL BARRIL;20W50;PH 2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P359LDR;2025;JAC;XX;XX;22;6.5 LITROS;MOTUL BARRIL;15W40;WIX 51347;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P841KVK;X;JAC;X;X;22;6 LITROS;MOTUL BARRIL;15W40;PH 2903;AF-1109130P3040;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;1105020P3012 (2);X;X;X;X;X;X
P504JWF;2008;CHEEROKE;3.7 V6;XX;23;1 GARRAFA;MAXLIFE;5W20;PH 400;CA 8817;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
C274BSF;X;2700;X;X;25;X;X;X;LFP 805;PABS 107;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
C877CBW;2024;K2700;X;X;25;7 LITROS;MOTUL;15W40 BARRIL;LFP 805;PABS 107;2LTS 75W90;X;X;X;X;X;80W90 Y TRANSF;X;X;X;X;MF 475 DELANT;X;FP 941F;X;X;X;X;X;X
C407BPZ;XX;K3000S;XX;XX;25;6 LITROS;MOTUL BARRIL;15w40;LFP 805;PAB 107;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P478JBR;XX;SORENTO;XX;XX;25;1 GARRAFA;MAGNATEC;10W30;PH 2808;281132S000;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10709;X;XX;X;X;X;X;X;X
P366HXB;2016;SOUL;2;X;25;1 GARRAFA;EUROL;10W30;PH 2808;X;X;X;X;X;X;X;X;X;X;X;X;X;X;XX;X;X;X;X;X;X
P005LDP;2010;SOUL;2;X;25;1 GARRAFA;QUAKER;10W30;PH 2808;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P131GBH;XX;SPORTAGE;XX;XX;25;1 GARRAFA;MAX LIFE;20W50;PH 2808;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P186LFG;2018;SPORTAGE;XX;XX;25;1 GARRAFA;VALVOLINE FULL S;5W30;PH 2808;XX;XX;MAXLIFE ATF;X;X;X;X;XX;X;X;1 GALON;XX;CF 10709;X;XX;X;X;X;X;X;X
P027CLX;2006;SPORTAGE;XX;XX;25;4 LITROS;MOTUL BARRIL;10W30;PH 2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P825LGF;X;SPORTAGE;X;X;25;X;X;X;X;X;X;CASTROL ATF;X;X;X;X;X;X;X;1 GALON;X;X;X;X;X;X;X;X;X;X
P132HRF;2009;SPORTAGE;2;X;25;1 GARRAFA;MAXLIFE;20W50;PH 2808;CA 8121 B;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P176JQM;2013;3;2;XX;29;5 LITROS;MOTUL;10W30;PH 2876;CA 11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P281JRM;X;3;X;X;29;1 GARRAFA;MAGNATEC;20W50;PH 2835;XX;XX;XX;X;X;X;X;X;X;X;XX;XX;CF11672;X;XX;X;X;X;X;X;X
P928JRT;2004;3;X;X;29;1 GARRAFA;CASTROL GTX;20W50;PCB 9641;CA 9898;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P756LHL;2008;3;2.3;X;29;1 GARRAFA;QUAKER;10W30;PCB 9641;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P427GTR;X;3;X;X;29;4.5 LITROS;MOTUL BARRIL;10W30;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P482GFG;2012;3;2;X;29;1 GARRAFA;MAGNATEC;10W30;PH 2808;CA 11259;X;CASTRL ATF;X;X;X;X;X;X;X;1 GALON 1 LTO;FT FZ01;CF 11672;X;X;X;X;X;X;X;X
P176GSF;2017;BT 50;X;X;29;9 LITROS;VECTON BARRIL;15W40;WL 7508;PAB 2254;X;X;X;X;X;X;X;X;X;X;X;CF 10134;X;23390-OL050;X;X;X;X;X;X
P187FVJ;2015;BT50;XX;XX;29;9 LITROS;MOTUL BARRIL;15W40;WL 7508;PAB 2254;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10134;X;23390-OL050;X;X;X;X;X;X
P922KPG;2024;BT50;1.9;X;29;6 LITROS;VECTON BARRIL;15W40;8-98270524-0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P223GMP;2017;BT50;X;X;29;7.5 LITROS;MOTUL BARRIL;10W30;WL 7508;PAB 2254;VALVOLINE MTF;X;X;X;X;X;X;X;X;X;TRANSF/ CASTROL ATF;CF 10134;X;23390-OL050;X;X;X;X;X;X
P390DTP;2006;BT50;3;X;29;8 LITROS;MOTUL BARRIL;15W40;PH 8A;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P030LCL;XX;BT-50;XX;XX;29;8 LITROS;MOTUL BARRIL;15W40;8-981650710;8-981402660;XX;XX;X;X;X;X;XX;X;X;XX;XX;K 1310;X;XX;X;X;X;X;X;X
P544FQT;2014;BT50 PRO;3.2;X;29;9 LITROS;VECTON BARRIL;15W40;WL 7508;PABS 2254;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P426LJG;2019;CX5;2.5;XX;29;1 GARRAFA 1 LTO;QUAKER FULL S;5W30;PH 2876;CA 11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 11811;X;XX;X;X;X;X;X;X
P183KVB;XX;CX5;XX;XX;29;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P198HTK;2018;CX5;X;X;29;X;X;X;X;X;X;MAXLIFE ATF;X;X;X;X;X;X;X;1 GL 2 LTOS;FT FZ01;X;X;X;X;X;X;X;X;X
P867HXR;X;CX5;X;X;29;1 GARRAFA 1 LTO;MAGNATEC;10W30;PH 2867;CA 11259;X;X;X;X;X;X;X;X;X;X;X;CF 11811;X;X;X;X;X;X;X;X
P484JRC;2014;CX-5;2.5;XX;29;1 GARRAFA 1 LTO;MAX LIFE;10W40;PH 2876;CA 11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P244LFV;2016;CX-5;XX;XX;29;5.5 LITROS;MOTUL BARRIL;10W30;PH 2876;CA 11259;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 11811;X;XX;X;X;X;X;X;X
P224JBK;2011;CX7;X;X;29;1 GARRAFA 1 LTO;MAGNATEC;10W30;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P038KYH;2010;CX7;2.5;X;29;1 GARRAFA 1 LTO;MAXLIFE;10W30;PH 2835;CA 9669;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P923FBW;2004;TRIBUTE;2;X;29;1 GARRAFA;CASTROL GTX;20W50;PH 400;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P833JHP;2011;OUTLANDER;XX;XX;32;5 LITROS;MAXLIFE BARRIL;10W30;PH 2867;PAB 10497;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10140;X;XX;X;X;X;X;X;X
P711KPH;XX;L200;XX;XX;32;XX;XX;XX;XX;XX;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P077JPX;2020;L200;2.4;XX;32;7 LITROS;VECTON BARRIL;15W40;PH 2867;CA 10755;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10140;X;XX;X;X;X;X;X;X
P661KBH;2023;L200;XX;XX;32;XX;XX;XX;XX;XX;X;X;X;X;X;X;XX;X;X;X;X;X;X;XX;X;X;X;X;X;X
P234LFV;2015;MIRAGE;1.2;XX;32;4 LITROS;MOTUL BARRIL;10W30;PH 2876;17801-OY040;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GARRAFA;FT 3JXOA;CF 11766/WA10125;X;XX;X;X;X;X;X;X
P489LFM;XX;OUTL;XX;XX;32;1 GARRAFA;QUAKER F.;0W20;PH 2876;PAB 10910;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GARRAFA 1 LTO;FT A004 (b);CF 10140;X;XX;X;X;X;X;X;X
P245LFV;2013;OUTL;2.4;XX;32;1 GARRAFA;MAXLIFE;10W30;PH 2867;PAB 10497;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GALON 1 LITRO;FT A004 (B);CF 10140;X;XX;X;X;X;X;X;X
P012KJS;2020;OUTLAND;X;X;32;1 GARRAFA;QUAKER FULL S;5W20;PH 2867;CA 10910;X;X;X;X;X;X;X;X;X;X;X;CF 7803A005;X;X;X;X;X;X;X;X
P101KYH;2014;OUTLANDER;2;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2867;CA 10910;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P486FJP;2003;OUTLANDER;X;X;32;1 GARRAFA;EUROL;20W50;PH 2808;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P413KYG;2013;OUTLANDER;2;X;32;X;X;X;X;X;X;EUROL CVT;X;X;X;X;X;X;X;2 GARRAFAS 1 LTO;FT A004(B) FTA006;X;X;X;X;X;X;X;X;X
P914KKX;X;OUTLANDER;X;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2808;CA 10497;X;EUROL CVT;X;X;X;X;X;X;X;3 GARRAFAS;FT A004 (B);CF 10140;X;X;X;X;X;X;X;X
P954JNL;2002;ECLIPSE;3.0  V6;XX;32;4 LITROS;MOTUL BARRIL;10W30;PH 2808;XX;75W90 (3 LTOS);XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P778LKG;X;L200;X;X;32;8 LITROS;VECTON BARRIL;10W30;PH 2867;17801-38051;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P028LFW;2021;OUTLAND;2;X;32;1 GARRAFA;VALVOLINE FULL;5W20;PH 2867;CA 10910;X;X;X;X;X;X;X;X;X;X;X;CF 10140;X;X;X;X;X;X;X;X
P365LJG;2014;OUTLAND;2;X;32;1 GARRAFA;MAXLIFE;10W30;PH 2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P510GMD;2004;OUTLAND;X;X;32;1 GARRAFA;MAGNATEC;20W50;PH 2808;CA 8208;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P363LMJ;2015;OUTLAND;X;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2867;x;x;EUROL CVT;X;X;X;X;x;X;X;1 GARRAFA 1 LTO;FT A004 (B);CF 10140;X;x;X;X;X;X;X;X
P309KYH;X;OUTLANDER;X;X;32;X;X;X;X;X;X;EUROL CVT;X;X;X;X;X;X;X;3 GARRAFAS;FT A004(B) FT AOO6;;X;X;X;X;X;X;X;X
P110LBT;2015;MIRAGE;XX;XX;32;1 GARRAFA;QUAKER FULL;5W30;PH 2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P097FQF;2000;L200;X;X;32;6.5 LITROS;MOTUL BARRIL;15W40;LFP 805;MD620563/17801-54080;X;X;X;X;X;X;COASTAL 75W90;X;X;X;X;X;X;FP 941F;X;X;X;X;X;X
P863JGY;2019;MIRAGE;1.2;XX;32;1 GALON;MAGNATEC;10W30;PH 2867;17801-OY040;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 11766/ WA 10125;X;XX;X;X;X;X;X;X
P009JHB;2011;OUTL;XX;XX;32;1 GARRAFA;QUAKER FULL S;10W30;PH2867;CA 10497;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10134;X;XX;X;X;X;X;X;X
P969KWM;2014;OUTL;XX;XX;32;1 GARRFA;MAXLIFE;10W30;PH 2867;CA 10910;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10140;X;XX;X;X;X;X;X;X
P509LFV;2017;OUTL;2;X;32;1 GARRAFA;MAGNATEC;10W30;PH 2867;CA 10910;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10140;X;XX;X;X;X;X;X;X
P561KYG;X;OUTL;X;X;32;5 LITROS;MOTUL BARRIL;10W30;PH 2867;CA 10910;X;EUROL CVT;X;X;X;X;X;X;X;1 GARRAFA;FT A004 (B)/ FTA006;CF 7803A005;X;X;X;X;X;X;X;X
P455JWR;XX;OUTL.;XX;XX;32;1 GARRAFA;VALVOLINE F;10W30;PH 2867;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P215LMJ;2015;OUTLAN;2;X;32;1 GARRAFA;QUAKER FULL S;10W30;PH 2867;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P939KYG;2004;FRONTIER;XX;XX;34;1 GARRAFA;MAGNATEC;10W30;PH 2867;XX;XX;;X;X;X;X;VALV 80W90;X;X;;;;X;XX;X;X;X;X;X;X
P495LHY;2025;NP300;2.4;X;34;6 LITROS;VECTON BARRIL;15W40;PH 253;PABS 2269;X;X;X;X;X;X;X;X;X;X;X;CF 10140;X;16403-4KV0A;X;X;X;X;X;X
P872JXM;2010;ROGUE;2.5;XX;34;5 LITROS;MOTUL BARRIL;10W30;PH 2876;XX;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GARRAFA 1LTO;FT A004 (A);CF 10550;X;XX;X;X;X;X;X;X
P063HVY;XX;ROGUE;XX;XX;34;1 GARRAFA 1 LTO;MAGNATEC;20W50;PH 2867;PAB 6900;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P629LFN;2015;ROGUE;2.5;X;34;5.5 LITROS;MAXLIFE BARRIL;10W30;PH 2876;CA 11858;X;X;X;X;X;X;X;X;X;X;X;K 1367;X;X;X;X;X;X;X;X
P590KYG;2017;ROGUE;X;X;34;X;X;X;X;X;X;EUROL CVT;X;X;X;X;X;X;X;3 GARRAFAS;FT 31728-28X0A;;X;X;X;X;X;X;X;X
P389GYW;2010;SENTRA;XX;XX;34;XX;XX;XX;XX;XX;XX;CASTROL CVT;X;X;X;X;XX;X;X;1 GARRAFA;FTA006;XX;X;XX;X;X;X;X;X;X
P016JGZ;2013;SENTRA;1.8;X;34;1 GARRAFA;QUAKER F;10W30;PH 2876;CA 6900;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P838KYG;2018;SENTRA;1.8;XX;34;1 GARRAFA;QUAKER FULL;5W30;PH 2876;CA 6900;XX;EUROL CVT;X;X;X;X;XX;X;X;1 GARRAFA 1 LTO;FT 3JX0A;XX;X;XX;X;X;X;X;X;X
P209LLC;2016;VERSA;1.6;X;34;1 GARRAFA;MAXLIFE;5W30;PH 2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P727DBR;X;JIMMY;X;X;42;1 GARRAFA;MAGANATEC;20W50;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P062KSX;XX;22R;XX;XX;44;1 GARRAFA;MAX LIFE;20W50;PH 2835;17801-35020;XX;XX;X;X;X;X;XX;X;X;X;XX;XX;X;XX;X;X;X;X;X;X
P149DRN;X;22R;X;X;44;1 GARRAFA;CHEVRON SUPREME;20W50;PH 2835;17801-35020;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P849GXQ;1990;22R;3;X;44;5 LITROS;MOTUL BARRIL;20w50;PH 2835;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P340CQM;2004;CORLLA;XX;XX;44;4 LITROS;MOTUL BARRIL;20W50;PH 2840;17801-22020;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P102KCZ;2005;COROLLA;1.8;XX;44;4.5 LITROS;MAX LIFE;10W30;PH 2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P133KJT;2007;COROLLA;1.8;XX;44;1 GARRAFA;MAGNATEC;20W50;PH 2840;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P033KRW;2011;COROLLA;XX;XX;44;XX;XX;XX;XX;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P020HXR;2010;COROLLA;1.8;XX;44;1 GARRAFA;MAGNATEC;10W30;P 980;17801-21050;X;X;X;X;X;X;X;X;X;X;X;CF 10285;X;X;X;X;X;X;X;X
P780GLQ;XX;COROLLA;XX;XX;44;XX;XX;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P697GKN;2010;COROLLA;1.8;XX;44;1 GARRAFA;MAXLIFE;20W50;P 980;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P400LBT;2015;COROLLA;1.8;XX;44;1 GARRAFA;MOTUL;10W40;P 980;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P090DRC;1995;COROLLA;X;X;44;4 LITROS;MOTUL BARRIL;20W50;PH 2840;XX;XX;CASTROL ATF;X;X;X;X;XX;X;X;1 GALON;FT 1169;XX;X;XX;X;X;X;X;X;X
P710FLS;2009;COROLLA;2.4;X;44;1 GARRAFA;MAXLIFE;10W30;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P348LCB;2015;COROLLA;XX;XX;44;4 LITROS;MOTUL BARRIL;10W30;P 980;17801-21050;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF 10285;X;XX;X;X;X;X;X;X
P780GCQ;2008;COROLLA;1.8;X;44;4.5 LITROS;MOTUL BARRIL;10W30;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P319GHC;X;COROLLA;X;X;44;1 GARRAFA;MAGNATEC;20W50;PH 2840;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
